NÚM.;AÑO;NIVEL;GÉNERO;GRADO;GRUPO;FECHA NAC;EDAD;NACIONALIDAD;EDO. ORIGEN;MUNICIPIO;NIVEL DE PROCEDENCIA;INGRESO;NIVEL ACTUAL;CATEGORÍA;UNIDAD ACADÉMICA;PROGRAMA EDUCATIVO;SEDE;EDO. SEDE;FECHA DE INGRESO;EDO. CIVIL;PAIS EST;LUGAR BACHILLERATO;INSTITUCIÓN;NUEVO INGRESO;LENGUA;AFRODESCENDIENTE;DISCAPACIDAD;TIPO DISCAPACIDAD
9696;2022;MEDIO SUPERIOR;H;1;1;13/08/2005;17;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;RI;NÁHUATL;;;
9697;2022;LICENCIATURA;H;6;1;11/04/2002;20;MEXICANA;MÉXICO;OTUMBA, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;1/08/2017;;;;;;;;;
9698;2022;MEDIO SUPERIOR;M;3;7;6/03/2005;17;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;NÁHUATL;;;
9699;2022;LICENCIATURA;H;4;4;9/12/2000;21;MEXICANA;VERACRUZ;IXHUATLAN DEL CAFE, VER.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;VERACRUZ;;NI;;;;
9700;2022;MEDIO SUPERIOR;M;2;4;29/06/2006;16;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;SÍ;Discapacidad visual Baja Visión
9701;2022;LICENCIATURA;M;6;2;8/11/2000;21;MEXICANA;GUANAJUATO;LEON, GTO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;22/08/2019;;;;;;;;;
9702;2022;LICENCIATURA;M;5;3;2/02/2002;20;MEXICANA;CHIAPAS;MOTOZINTLA, CHIS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;30/07/2018;;;;;;;;;
9703;2022;LICENCIATURA;H;5;3;16/03/1998;24;MEXICANA;DURANGO;DURANGO, DGO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;;;;
9704;2022;LICENCIATURA;H;5;2;22/05/2001;21;MEXICANA;PUEBLA;TECAMACHALCO, PUE.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;31/07/2018;;;;;;;;;
9705;2022;MEDIO SUPERIOR;H;8;3;18/11/2000;21;MEXICANA;SAN LUIS POTOSÍ;TAMPACAN, S.L.P.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;;
9706;2022;LICENCIATURA;M;7;6;18/10/1999;22;MEXICANA;QUERÉTARO;QUERETARO, QRO.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;30/07/2015;;;;;;;;;
9707;2022;MEDIO SUPERIOR;M;8;3;29/07/2002;20;MEXICANA;TLAXCALA;TLAXCO, TLAX.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;9/06/2021;;;;;RI;;;;
9708;2022;MEDIO SUPERIOR;H;2;8;8/10/2006;15;MEXICANA;PUEBLA;CUAUTEMPAN, PUE.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;SÍ;;
9709;2022;MEDIO SUPERIOR;M;8;7;3/01/2004;18;MEXICANA;PUEBLA;CALPAN, PUE.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;;
9710;2022;MEDIO SUPERIOR;M;2;4;19/04/2006;16;MEXICANA;MÉXICO;IXTAPALUCA, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;SÍ;;
9711;2022;MEDIO SUPERIOR;M;2;21;31/10/2006;15;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
9712;2022;MEDIO SUPERIOR;H;3;2;5/11/2005;16;MEXICANA;VERACRUZ;IXHUATLAN DEL CAFE, VER.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/07/2020;;;;;;;;;
9713;2022;MEDIO SUPERIOR;H;8;7;25/03/2004;18;MEXICANA;PUEBLA;ACATLAN, PUE.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CHAPINGO;MÉXICO;3/08/2022;;;;;NI;;;;
9714;2022;LICENCIATURA;H;5;4;27/01/2002;20;MEXICANA;OAXACA;MIAHUATLAN DE PORFIRIO DIAZ, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;12/08/2020;;;;;;ZAPOTECO;;;
9715;2022;MEDIO SUPERIOR;M;2;5;23/03/2006;16;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
9716;2022;MEDIO SUPERIOR;M;1;10;26/08/2006;16;MEXICANA;CHIAPAS;CONCORDIA, LA, CHIS.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
9717;2022;LICENCIATURA;H;7;5;1/04/2000;22;MEXICANA;HIDALGO;HUEHUETLA, HGO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;INGENIERÍA EN ECONOMÍA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2018;;;;;;;;;
9718;2022;MEDIO SUPERIOR;H;3;5;3/04/2005;17;MEXICANA;GUERRERO;TIXTLA DE GUERRERO, GRO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;;;;
9719;2022;MEDIO SUPERIOR;H;2;15;4/05/2006;16;MEXICANA;CHIAPAS;TAPACHULA, CHIS.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
9720;2022;LICENCIATURA;M;6;7;20/02/2002;20;MEXICANA;CHIAPAS;GRANDEZA, LA, CHIS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERÍA EN RESTAURACIÓN FORESTAL;CHAPINGO;MÉXICO;31/07/2017;;;;;;;;;
9721;2022;LICENCIATURA;M;6;2;20/03/2003;19;MEXICANA;CHIAPAS;MOTOZINTLA, CHIS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2017;;;;;;;;;
9722;2022;LICENCIATURA;H;4;6;14/05/2004;18;MEXICANA;VERACRUZ;URSULO GALVAN, VER.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;19/08/2019;;;MÉXICO;;NI;;;;
9723;2022;LICENCIATURA;M;6;5;27/04/2001;21;MEXICANA;CHIAPAS;VILLA CORZO, CHIS.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;INGENIERÍA EN ECONOMÍA AGRÍCOLA;CHAPINGO;MÉXICO;26/08/2019;;;;;;;;;
9724;2022;LICENCIATURA;H;7;5;30/01/1996;26;MEXICANA;CDMX;VENUSTIANO CARRANZA, D.F.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
9725;2022;LICENCIATURA;M;4;5;15/01/2003;19;MEXICANA;VERACRUZ;IXHUATLAN DEL CAFE, VER.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;6/09/2019;;;MÉXICO;;NI;;;;
9726;2022;LICENCIATURA;H;6;5;8/03/2000;22;MEXICANA;DURANGO;NOMBRE DE DIOS, DGO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;27/08/2019;;;;;;;;;
9727;2022;MEDIO SUPERIOR;M;2;21;9/06/2006;16;MEXICANA;MÉXICO;TEXCOCO, MEX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
9728;2022;LICENCIATURA;M;7;2;30/07/1997;25;MEXICANA;MÉXICO;CHICONCUAC, MEX.;LICENCIATURA;ESPECIAL;LICENCIATURA;EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN COMERCIO INTERNACIONAL;CHAPINGO;MÉXICO;22/01/2020;;;;;;;;;
9729;2022;LICENCIATURA;H;5;3;8/07/2001;21;MEXICANA;OAXACA;SANTIAGO JOCOTEPEC, OAX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;12/08/2020;;;;;;MIXTECO;;;
9730;2022;MEDIO SUPERIOR;H;1;24;5/03/2007;15;MEXICANA;VERACRUZ;CHINAMPA DE GOROSTIZA, VER.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
9731;2022;LICENCIATURA;H;7;7;13/03/1999;23;MEXICANA;VERACRUZ;CHINAMPA DE GOROSTIZA, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS FORESTALES;INGENIERÍA EN RESTAURACIÓN FORESTAL;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
9732;2022;LICENCIATURA;H;7;2;15/01/2000;22;MEXICANA;MÉXICO;TEJUPILCO, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;2/08/2018;;;;;;;;;
9733;2022;MEDIO SUPERIOR;H;1;20;13/06/2007;15;MEXICANA;OAXACA;NUEVO ZOQUIAPAN, OAX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2022;;;;;NI;;;;
9734;2022;LICENCIATURA;M;6;6;18/06/2002;20;MEXICANA;BAJA CALIFORNIA NORTE;ENSENADA, B.C.N.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;1/08/2017;;;;;;;;;
9735;2022;LICENCIATURA;H;7;5;16/11/1999;22;MEXICANA;OAXACA;ASUNCION OCOTLAN, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;22/07/2014;;;;;;ZAPOTECO;;;
9736;2022;MEDIO SUPERIOR;M;2;11;20/12/2006;15;MEXICANA;OAXACA;ASUNCION OCOTLAN, OAX.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;9/06/2021;;;;;;;;;
9737;2022;LICENCIATURA;M;7;1;11/03/2000;22;MEXICANA;PUEBLA;TLACHICHUCA, PUE.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2018;;;;;;;;;
9738;2022;MEDIO SUPERIOR;M;1;30;6/08/2007;15;MEXICANA;DURANGO;POANAS, DGO.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;URUZA;DURANGO;5/08/2022;;;;;NI;;;;
9739;2022;LICENCIATURA;H;4;1;23/11/2004;17;MEXICANA;DURANGO;POANAS, DGO.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS;TRONCO COMÚN AGRONÓMICAS;URUZA;DURANGO;27/08/2019;;;DURANGO;;NI;;;;
9740;2022;LICENCIATURA;M;4;6;18/01/2003;19;MEXICANA;MÉXICO;CHIAUTLA, MEX.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;21/08/2019;;;MÉXICO;;NI;;;;
9741;2022;MEDIO SUPERIOR;M;1;16;20/01/2007;15;MEXICANA;MÉXICO;TEXCOCO, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2022;;;;;NI;;;;
9742;2022;LICENCIATURA;H;6;2;13/03/2002;20;MEXICANA;GUERRERO;AYUTLA DE LOS LIBRES, GRO.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERO MECÁNICO AGRÍCOLA;CHAPINGO;MÉXICO;31/07/2017;;;;;;;;;
9743;2022;LICENCIATURA;M;5;3;20/07/2001;21;MEXICANA;OAXACA;REFORMA,LA, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;22/07/2016;;;;;;;;;
9744;2022;LICENCIATURA;M;5;1;28/02/2002;20;MEXICANA;PUEBLA;TEPEXI DE RODRIGUEZ, PUE.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;31/07/2018;;;;;;;;;
9745;2022;LICENCIATURA;M;6;3;1/09/2000;22;MEXICANA;PUEBLA;TEHUACAN, PUE.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA AGROINDUSTRIAL;INGENIERÍA AGROINDUSTRIAL;CHAPINGO;MÉXICO;21/07/2016;;;;;;;;;
9746;2022;LICENCIATURA;M;7;7;10/05/1998;24;MEXICANA;VERACRUZ;FILOMENO MATA, VER.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA;CHAPINGO;MÉXICO;4/08/2017;;;;;;TOTONACO;;;
9747;2022;LICENCIATURA;M;5;7;18/01/2003;19;MEXICANA;NAYARIT;BAHIA DE BANDERAS, NAY;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS;CHAPINGO;MÉXICO;31/07/2018;;;;;;;;;
9748;2022;LICENCIATURA;H;4;4;1/05/2003;19;MEXICANA;CHIAPAS;MOTOZINTLA, CHIS.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;9/06/2021;;;CHIAPAS;;NI;;;;
9749;2022;LICENCIATURA;M;7;4;6/04/1996;26;MEXICANA;TAMAULIPAS;ABASOLO, TAMPS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ECONOMÍA;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
9750;2022;LICENCIATURA;M;7;1;31/12/2001;20;MEXICANA;TAMAULIPAS;ABASOLO, TAMPS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN AGROECOLOGÍA;INGENIERÍA EN AGROECOLOGÍA;CHAPINGO;MÉXICO;23/07/2016;;;;;;;;;
9751;2022;LICENCIATURA;M;6;2;18/05/1999;23;MEXICANA;TAMAULIPAS;ABASOLO, TAMPS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;22/07/2016;;;;;;;;;
9752;2022;LICENCIATURA;H;4;2;27/06/2002;20;MEXICANA;MICHOACÁN;JUAREZ, MICH.;PROPEDÉUTICO;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN IRRIGACIÓN;INGENIERO EN IRRIGACIÓN;CHAPINGO;MÉXICO;9/06/2021;;;MICHOACÁN;;NI;;;;
9753;2022;MEDIO SUPERIOR;H;1;9;26/07/2007;15;MEXICANA;ZACATECAS;APOZOL, ZAC.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
9754;2022;LICENCIATURA;H;5;1;15/09/2002;20;MEXICANA;ZACATECAS;APOZOL, ZAC.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERO MECÁNICO AGRÍCOLA;CHAPINGO;MÉXICO;12/07/2020;;;;;;;;;
9755;2022;LICENCIATURA;M;7;6;27/09/1999;23;MEXICANA;MORELOS;ZACUALPAN, MOR.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN FITOTECNIA;LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
9756;2022;MEDIO SUPERIOR;M;1;15;9/12/2006;15;MEXICANA;MÉXICO;VILLA DE ALLENDE, MEX.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;2/08/2022;;;;;NI;;;SÍ;Discapacidad visual Baja Visión
9757;2022;MEDIO SUPERIOR;H;8;20;17/05/2003;19;MEXICANA;PUEBLA;GENERAL FELIPE ANGELES, PUE.;PREPARATORIA;PROPEDÉUTICO;PROPEDÉUTICO;BECADO EXTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PROPEDÉUTICO;CRUO;VERACRUZ;5/08/2022;;;;;NI;;;;
9758;2022;LICENCIATURA;H;5;5;28/11/2002;19;MEXICANA;YUCATÁN;MERIDA, YUC.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;INGENIERÍA EN ECONOMÍA AGRÍCOLA;CHAPINGO;MÉXICO;12/08/2020;;;;;;CHICHIMECA JONAZ;;;
9759;2022;MEDIO SUPERIOR;H;2;14;24/10/2004;17;MEXICANA;HIDALGO;SINGUILUCAN, HGO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;20/08/2019;;;;;;;;;
9760;2022;MEDIO SUPERIOR;H;1;1;16/07/2007;15;MEXICANA;HIDALGO;SINGUILUCAN, HGO.;SECUNDARIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2022;;;;;NI;;;;
9761;2022;LICENCIATURA;H;5;1;10/12/2001;20;MEXICANA;MÉXICO;CHICOLOAPAN, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DEIS EN PARASITOLOGÍA AGRÍCOLA;INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA;CHAPINGO;MÉXICO;23/08/2019;;;;;;;;;
9762;2022;LICENCIATURA;H;6;6;5/03/2001;21;MEXICANA;MÉXICO;NOPALTEPEC, MEX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO EXTERNO;DEIS EN INGENIERÍA MECÁNICA AGRÍCOLA;INGENIERÍA MECATRÓNICA AGRÍCOLA;CHAPINGO;MÉXICO;1/08/2017;;;;;;;;;
9763;2022;LICENCIATURA;H;5;2;22/09/2000;22;MEXICANA;HIDALGO;TULANCINGO DE BRAVO, HGO.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;BECADO EXTERNO;DEIS EN ZOOTECNIA;INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA;CHAPINGO;MÉXICO;3/08/2018;;;;;;;;;
9764;2022;LICENCIATURA;M;5;7;16/05/2002;20;MEXICANA;MÉXICO;TECAMAC, MEX.;LICENCIATURA;PROPEDÉUTICO;LICENCIATURA;EXTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;LICENCIATURA EN ADMINISTRACIÓN Y NEGOCIOS;CHAPINGO;MÉXICO;12/09/2020;;;;;;HUASTECO;;;
9765;2022;LICENCIATURA;H;5;1;16/04/2003;19;MEXICANA;OAXACA;SANTIAGO JAMILTEPEC, OAX.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS;INGENIERÍA EN SISTEMAS PECUARIOS;URUZA;DURANGO;30/07/2018;;;;;;;;;
9766;2022;MEDIO SUPERIOR;H;2;14;15/11/2001;20;MEXICANA;GUANAJUATO;DOLORES HIDALGO, GTO.;PREPARATORIA;PREPARATORIA;MEDIO SUPERIOR;BECADO INTERNO;DEIS EN PREPARATORIA AGRÍCOLA;PREPARATORIA AGRÍCOLA;CHAPINGO;MÉXICO;12/09/2020;;;;;;AMUZGO;;;
9767;2022;LICENCIATURA;H;7;5;28/12/1999;22;MEXICANA;CHIAPAS;COMITAN DE DOMINGUEZ, CHIS.;LICENCIATURA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DEIS EN FITOTECNIA;INGENIERÍA AGRONÓMICA ESPECIALISTA EN FITOTECNIA;CHAPINGO;MÉXICO;22/07/2016;;;;;;;;;
9768;2022;LICENCIATURA;H;4;7;17/02/2002;20;MEXICANA;CHIAPAS;MOTOZINTLA, CHIS.;PREPARATORIA;PREPARATORIA;LICENCIATURA;BECADO INTERNO;DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS;TRONCO COMÚN DE DICEA;CHAPINGO;MÉXICO;31/07/2018;;;MÉXICO;;RI;;;;
